"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"ElapsedTime"|"Min"|0.0|0.0|10,"Steering"|"volt"|-130.0|130.09|10,"GPSDOP"|""|0.0|20.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|1,"Battery"|"Volts"|0.0|20.0|1,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"Gsum"|"G"|0.0|3.0|25,"GsumMax"|"G"|0.0|3.0|25,"GsumPct"|"%"|0|100|25,"RPM"|""|0|10000|25,"GPIO1"|""|0.0|1.0|10,"LR_SGAMP_CA"|""|-32768|32767|200,"RR_SGAMP_RA"|""|-32768|32767|1,"RR_SGAMP_CA"|""|-32768|32767|1,"LR_SGAMP_CA"|""|-32768|32767|1,"LR_SGAMP_RA"|""|-32768|32767|1,"RF_SGAMP_CA"|""|-32768|32767|1,"RF_SGAMP_RA"|""|-32768|32767|1,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"CurrentLap"|""|0|0|10,"Distance"|"mi"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
31474,1722833332017,0.5246,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31479,1722833332022,0.5246,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31484,1722833332027,0.5247,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31489,1722833332032,0.5248,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31494,1722833332037,0.5249,,,,,,,0.05,-0.02,0.01,0,-0,-0,0.05,0.05,94,0,,0,,,,,,,,,,,,,,,,,,,,,
31499,1722833332042,0.525,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31504,1722833332047,0.5251,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31509,1722833332052,0.5252,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31514,1722833332057,0.5252,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31519,1722833332062,0.5253,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31524,1722833332067,0.5254,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31529,1722833332072,0.5255,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31534,1722833332077,0.5256,,,,,,,0.05,-0.02,0.01,0,-0,-0,0.05,0.05,95,0,,0,,,,,,,,,,,,,,,,,,,,,
31539,1722833332082,0.5256,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31544,1722833332092,0.5257,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31549,1722833332097,0.5258,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31554,1722833332102,0.5259,4.624,0.7,1,,,,,,,,,,,,,,0,0,,,,,,,32.776577,-117.070602,0.1,493.0,9,2,2.5,0,0.0,-1,0.0,,0,0.0,0.5259
31559,1722833332107,0.526,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31564,1722833332112,0.5261,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31569,1722833332117,0.5262,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31574,1722833332122,0.5262,,,,,,,0.05,-0.02,0.0,0,-0,-0,0.05,0.05,96,0,,0,,,,,,,,,,,,,,,,,,,,,
31579,1722833332127,0.5263,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31584,1722833332132,0.5264,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31589,1722833332137,0.5265,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31594,1722833332142,0.5266,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31599,1722833332147,0.5266,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31604,1722833332152,0.5267,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31609,1722833332157,0.5268,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31614,1722833332162,0.5269,,,,,,,0.05,-0.02,0.0,0,-0,-0,0.05,0.05,95,0,,0,,,,,,,,,,,,,,,,,,,,,
31619,1722833332167,0.527,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31624,1722833332172,0.5271,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31629,1722833332177,0.5271,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31634,1722833332182,0.5272,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31639,1722833332187,0.5273,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31644,1722833332192,0.5274,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31649,1722833332195,0.5275,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31654,1722833332200,0.5276,4.45,0.6,1,,,,0.05,-0.02,0.0,0,-0,-0,0.05,0.05,94,0,0,0,,,,,,,32.776573,-117.070602,0.16,493.8,9,2,2.5,0,0.0,-1,0.0,0.0,0,0.0,0.5276
31659,1722833332205,0.5276,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31664,1722833332210,0.5277,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31669,1722833332215,0.5278,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31674,1722833332220,0.5279,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31679,1722833332225,0.528,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31684,1722833332230,0.5281,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31689,1722833332235,0.5282,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31694,1722833332240,0.5282,,,,,,,0.05,-0.02,0.0,0,-0,-0,0.05,0.05,95,0,,0,,,,,,,,,,,,,,,,,,,,,
31699,1722833332245,0.5283,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31704,1722833332250,0.5284,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31709,1722833332255,0.5285,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31714,1722833332260,0.5286,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31719,1722833332265,0.5286,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31724,1722833332270,0.5287,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31729,1722833332275,0.5288,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31734,1722833332280,0.5289,,,,,,,0.05,-0.02,0.0,0,-0,-0,0.05,0.05,95,0,,0,,,,,,,,,,,,,,,,,,,,,
31739,1722833332285,0.529,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31744,1722833332292,0.5291,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31749,1722833332297,0.5292,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31754,1722833332302,0.5292,4.364,0.7,1,,,,,,,,,,,,,,0,0,,,,,,,32.776573,-117.070618,0.09,494.5,9,2,2.5,0,0.0,-1,0.0,,0,0.0,0.5292
31759,1722833332307,0.5293,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31764,1722833332312,0.5294,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31769,1722833332317,0.5295,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31774,1722833332322,0.5296,,,,,,,0.05,-0.02,0.0,0,0,-0,0.05,0.05,96,0,,0,,,,,,,,,,,,,,,,,,,,,
31779,1722833332327,0.5296,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31784,1722833332332,0.5297,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31789,1722833332337,0.5298,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31794,1722833332342,0.5299,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31799,1722833332347,0.53,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31804,1722833332352,0.5301,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31809,1722833332357,0.5302,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31814,1722833332362,0.5302,,,,,,,0.05,-0.02,0.01,0,-0,-0,0.05,0.05,94,0,,0,,,,,,,,,,,,,,,,,,,,,
31819,1722833332367,0.5303,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31824,1722833332372,0.5304,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31829,1722833332377,0.5305,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31834,1722833332382,0.5306,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31839,1722833332387,0.5306,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31844,1722833332392,0.5307,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31849,1722833332397,0.5308,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31854,1722833332402,0.5309,4.19,0.7,1,,,,0.05,-0.02,0.01,0,-0,-0,0.05,0.05,94,0,0,0,,,,,,,32.776573,-117.070618,0.38,495.6,9,2,2.5,0,0.0,-1,0.0,0.0,0,0.0,0.5309
31859,1722833332407,0.531,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31864,1722833332412,0.5311,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31869,1722833332417,0.5312,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31874,1722833332422,0.5312,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31879,1722833332427,0.5313,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31884,1722833332432,0.5314,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31889,1722833332437,0.5315,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31894,1722833332442,0.5316,,,,,,,0.05,-0.02,0.0,0,0,-0,0.05,0.05,94,0,,0,,,,,,,,,,,,,,,,,,,,,
31899,1722833332447,0.5316,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31904,1722833332452,0.5317,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31909,1722833332457,0.5318,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31914,1722833332462,0.5319,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31919,1722833332467,0.532,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31924,1722833332472,0.5321,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31929,1722833332477,0.5321,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31934,1722833332482,0.5322,,,,,,,0.05,-0.02,0.0,0,0,-0,0.05,0.05,96,0,,0,,,,,,,,,,,,,,,,,,,,,
31939,1722833332487,0.5323,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31944,1722833332492,0.5324,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31949,1722833332497,0.5325,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31954,1722833332502,0.5326,4.45,0.7,1,,,,,,,,,,,,,,0,0,,,,,,,32.776573,-117.070618,0.47,495.6,9,2,2.5,0,0.0,-1,0.0,,0,0.0,0.5326
31959,1722833332507,0.5326,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31964,1722833332512,0.5327,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31969,1722833332517,0.5328,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31974,1722833332522,0.5329,,,,,,,0.05,-0.02,0.0,0,0,-0,0.05,0.05,96,0,,0,,,,,,,,,,,,,,,,,,,,,
31979,1722833332527,0.533,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31984,1722833332532,0.5331,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31989,1722833332537,0.5332,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31994,1722833332542,0.5332,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
31999,1722833332547,0.5333,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32004,1722833332552,0.5334,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32009,1722833332557,0.5335,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32014,1722833332562,0.5336,,,,,,,0.05,-0.02,0.0,0,-0,-0,0.05,0.05,95,0,,0,,,,,,,,,,,,,,,,,,,,,
32019,1722833332567,0.5336,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32024,1722833332572,0.5337,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32029,1722833332577,0.5338,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32034,1722833332582,0.5339,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32039,1722833332587,0.534,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32044,1722833332592,0.5341,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32049,1722833332597,0.5342,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32054,1722833332602,0.5342,4.45,0.7,1,1,1.27,12.31,0.05,-0.02,0.01,0,0,-0,0.05,0.05,94,0,0,0,0,-2006,-16320,-1632,-25,-6366,32.776573,-117.070618,0.24,495.7,9,2,2.5,0,0.0,-1,0.0,0.0,0,0.0,0.5342
32059,1722833332607,0.5343,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32064,1722833332612,0.5344,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32069,1722833332617,0.5345,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32074,1722833332622,0.5346,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32079,1722833332627,0.5347,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32084,1722833332632,0.5347,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32089,1722833332637,0.5348,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32094,1722833332642,0.5349,,,,,,,0.05,-0.02,0.01,0,0,-0,0.05,0.05,95,0,,0,,,,,,,,,,,,,,,,,,,,,
32099,1722833332647,0.535,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32104,1722833332652,0.5351,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32109,1722833332657,0.5352,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32114,1722833332662,0.5352,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32119,1722833332667,0.5353,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32124,1722833332672,0.5354,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32129,1722833332677,0.5355,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32134,1722833332682,0.5356,,,,,,,0.05,-0.02,0.01,0,0,-0,0.05,0.05,95,0,,0,,,,,,,,,,,,,,,,,,,,,
32139,1722833332687,0.5356,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32144,1722833332692,0.5357,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32149,1722833332697,0.5358,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32154,1722833332702,0.5359,4.277,0.7,1,,,,,,,,,,,,,,0,0,,,,,,,32.776573,-117.070618,0.13,495.4,9,2,2.5,0,0.0,-1,0.0,,0,0.0,0.5359
32159,1722833332707,0.536,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32164,1722833332712,0.5361,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32169,1722833332717,0.5362,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32174,1722833332722,0.5362,,,,,,,0.05,-0.02,0.01,0,0,-0,0.05,0.05,96,0,,0,,,,,,,,,,,,,,,,,,,,,
32179,1722833332727,0.5363,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32184,1722833332732,0.5364,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32189,1722833332737,0.5365,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32194,1722833332742,0.5366,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32199,1722833332747,0.5366,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32204,1722833332752,0.5367,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32209,1722833332757,0.5368,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32214,1722833332762,0.5369,,,,,,,0.05,-0.02,0.01,0,0,-0,0.05,0.05,97,0,,0,,,,,,,,,,,,,,,,,,,,,
32219,1722833332767,0.537,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32224,1722833332772,0.5371,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32229,1722833332777,0.5372,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32234,1722833332782,0.5372,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32239,1722833332787,0.5373,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32244,1722833332793,0.5374,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32249,1722833332798,0.5375,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32254,1722833332803,0.5376,4.364,0.6,1,,,,0.05,-0.02,0.01,0,0,-0,0.05,0.05,96,0,0,0,,,,,,,32.776573,-117.070618,0.07,495.5,9,2,2.5,0,0.0,-1,0.0,0.0,0,0.0,0.5376
32259,1722833332808,0.5376,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32264,1722833332813,0.5377,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32269,1722833332818,0.5378,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32274,1722833332823,0.5379,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32279,1722833332828,0.538,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32284,1722833332833,0.5381,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32289,1722833332838,0.5382,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32294,1722833332843,0.5382,,,,,,,0.05,-0.02,0.01,0,0,-0,0.05,0.05,97,0,,0,,,,,,,,,,,,,,,,,,,,,
32299,1722833332848,0.5383,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32304,1722833332853,0.5384,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32309,1722833332858,0.5385,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32314,1722833332863,0.5386,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32319,1722833332868,0.5386,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32324,1722833332873,0.5387,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32329,1722833332878,0.5388,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32334,1722833332883,0.5389,,,,,,,0.05,-0.02,0.01,0,0,-0,0.05,0.05,97,0,,0,,,,,,,,,,,,,,,,,,,,,
32339,1722833332888,0.539,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32344,1722833332892,0.5391,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32349,1722833332897,0.5392,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32354,1722833332902,0.5392,4.104,0.6,1,,,,,,,,,,,,,,0,0,,,,,,,32.776573,-117.070618,0.1,495.6,9,2,2.5,0,0.0,-1,0.0,,0,0.0,0.5392
32359,1722833332907,0.5393,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32364,1722833332912,0.5394,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32369,1722833332917,0.5395,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32374,1722833332922,0.5396,,,,,,,0.05,-0.02,0.01,0,-0,-0,0.05,0.05,94,0,,0,,,,,,,,,,,,,,,,,,,,,
32379,1722833332927,0.5396,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32384,1722833332932,0.5397,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32389,1722833332937,0.5398,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32394,1722833332942,0.5399,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32399,1722833332947,0.54,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32404,1722833332952,0.5401,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32409,1722833332957,0.5402,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32414,1722833332962,0.5402,,,,,,,0.05,-0.02,0.0,0,-0,-0,0.05,0.05,93,0,,0,,,,,,,,,,,,,,,,,,,,,
32419,1722833332967,0.5403,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32424,1722833332972,0.5404,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32429,1722833332977,0.5405,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32434,1722833332982,0.5406,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32439,1722833332987,0.5406,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32444,1722833332992,0.5407,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32449,1722833332997,0.5408,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32454,1722833332995,0.5409,4.364,0.7,1,,,,0.05,-0.02,0.0,0,-0,-0,0.05,0.05,95,0,0,0,,,,,,,32.776573,-117.070618,0.05,495.7,10,2,2.4,0,0.0,-1,0.0,0.0,0,0.0,0.5409
32459,1722833333000,0.541,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32464,1722833333005,0.5411,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32469,1722833333010,0.5411,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32474,1722833333015,0.5412,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32479,1722833333020,0.5413,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32484,1722833333025,0.5414,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32489,1722833333030,0.5415,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32494,1722833333035,0.5416,,,,,,,0.05,-0.02,0.0,0,-0,-0,0.05,0.05,96,0,,0,,,,,,,,,,,,,,,,,,,,,
32499,1722833333040,0.5416,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32504,1722833333045,0.5417,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32509,1722833333050,0.5418,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32514,1722833333055,0.5419,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32519,1722833333060,0.542,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32524,1722833333065,0.5421,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32529,1722833333070,0.5422,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32534,1722833333075,0.5422,,,,,,,0.05,-0.02,0.0,0,-0,-0,0.05,0.05,96,0,,0,,,,,,,,,,,,,,,,,,,,,
32539,1722833333080,0.5423,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32544,1722833333091,0.5424,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32549,1722833333096,0.5425,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32554,1722833333101,0.5426,4.537,0.7,1,,,,,,,,,,,,,,0,0,,,,,,,32.776573,-117.070618,0.07,495.7,10,2,2.4,0,0.0,-1,0.0,,0,0.0,0.5426
32559,1722833333106,0.5426,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32564,1722833333111,0.5427,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32569,1722833333116,0.5428,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
32574,1722833333121,0.5429,,,,,,,0.05,-0.02,0.0,0,-0,-0,0.05,0.05,93,0,,0,,,,,,,,,,,,,,,,,,,,,
