"Interval"|"ms"|0|0|1,"Utc"|"ms"|0|0|1,"ElapsedTime"|"Min"|0.0|0.0|10,"Steering"|"volt"|-130.0|130.09|10,"GPSDOP"|""|0.0|20.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|1,"Battery"|"Volts"|0.0|20.0|1,"Battery"|"Volts"|0.0|20.0|1,"AccelX"|"G"|-3.0|3.0|25,"AccelY"|"G"|-3.0|3.0|25,"AccelZ"|"G"|-3.0|3.0|25,"Yaw"|"Deg/Sec"|-120|120|25,"Pitch"|"Deg/Sec"|-120|120|25,"Roll"|"Deg/Sec"|-120|120|25,"Gsum"|"G"|0.0|3.0|25,"GsumMax"|"G"|0.0|3.0|25,"GsumPct"|"%"|0|100|25,"RPM"|""|0|10000|25,"GPIO1"|""|0.0|1.0|10,"LR_SGAMP_CA"|""|-32768|32767|200,"RR_SGAMP_RA"|""|-32768|32767|1,"RR_SGAMP_CA"|""|-32768|32767|1,"LR_SGAMP_CA"|""|-32768|32767|1,"LR_SGAMP_RA"|""|-32768|32767|1,"RF_SGAMP_CA"|""|-32768|32767|1,"RF_SGAMP_RA"|""|-32768|32767|1,"Latitude"|"Degrees"|-180.0|180.0|10,"Longitude"|"Degrees"|-180.0|180.0|10,"Speed"|"mph"|0.0|150.0|10,"Altitude"|"ft"|0.0|4000.0|10,"GPSSats"|""|0|20|10,"GPSQual"|""|0|5|10,"GPSDOP"|""|0.0|20.0|10,"LapCount"|""|0|0|10,"LapTime"|"Min"|0.0|0.0|10,"Sector"|""|0|0|10,"SectorTime"|"Min"|0.0|0.0|10,"PredTime"|"Min"|0.0|0.0|5,"CurrentLap"|""|0|0|10,"Distance"|"mi"|0.0|0.0|10,"SessionTime"|"Min"|0.0|0.0|10
39049,1722833339594,0.6508,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39054,1722833339599,0.6509,4.277,0.6,1,1,1.26,12.26,0.05,-0.02,0.01,0,0,-0,0.05,0.06,92,0,0,0,0,-2036,-18930,-1893,-25,-6374,32.7766,-117.070602,0.02,489.9,16,2,1.3,0,0.0,-1,0.0,0.0,0,0.0,0.6509
39059,1722833339604,0.651,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39064,1722833339609,0.6511,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39069,1722833339614,0.6512,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39074,1722833339619,0.6512,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39079,1722833339624,0.6513,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39084,1722833339629,0.6514,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39089,1722833339634,0.6515,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39094,1722833339639,0.6516,,,,,,,0.05,-0.02,0.01,0,0,-0,0.05,0.06,92,0,,0,,,,,,,,,,,,,,,,,,,,,
39099,1722833339644,0.6516,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39104,1722833339649,0.6517,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39109,1722833339654,0.6518,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39114,1722833339659,0.6519,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39119,1722833339664,0.652,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39124,1722833339669,0.6521,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39129,1722833339674,0.6521,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39134,1722833339679,0.6522,,,,,,,0.05,-0.02,0.0,0,-0,-0,0.05,0.06,92,0,,0,,,,,,,,,,,,,,,,,,,,,
39139,1722833339684,0.6523,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39144,1722833339691,0.6524,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39149,1722833339696,0.6525,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39154,1722833339701,0.6526,4.277,0.7,1,,,,,,,,,,,,,,0,0,,,,,,,32.7766,-117.070602,0.02,489.7,16,2,1.3,0,0.0,-1,0.0,,0,0.0,0.6526
39159,1722833339706,0.6526,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39164,1722833339711,0.6527,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39169,1722833339716,0.6528,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39174,1722833339721,0.6529,,,,,,,0.05,-0.02,0.01,0,-0,-0,0.05,0.06,89,0,,0,,,,,,,,,,,,,,,,,,,,,
39179,1722833339726,0.653,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39184,1722833339731,0.6531,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39189,1722833339736,0.6532,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39194,1722833339741,0.6532,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39199,1722833339746,0.6533,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39204,1722833339751,0.6534,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39209,1722833339756,0.6535,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39214,1722833339761,0.6536,,,,,,,0.05,-0.02,0.01,0,-0,-0,0.05,0.06,90,0,,0,,,,,,,,,,,,,,,,,,,,,
39219,1722833339766,0.6536,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39224,1722833339771,0.6537,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39229,1722833339776,0.6538,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39234,1722833339781,0.6539,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39239,1722833339786,0.654,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39244,1722833339791,0.6541,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39249,1722833339796,0.6542,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39254,1722833339801,0.6542,4.277,0.6,1,,,,0.05,-0.02,0.01,0,0,-0,0.05,0.06,90,0,0,0,,,,,,,32.7766,-117.070602,0.02,489.7,16,2,1.3,0,0.0,-1,0.0,0.0,0,0.0,0.6542
39259,1722833339806,0.6543,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39264,1722833339811,0.6544,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39269,1722833339816,0.6545,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39274,1722833339821,0.6546,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39279,1722833339826,0.6546,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39284,1722833339831,0.6547,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39289,1722833339836,0.6548,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39294,1722833339841,0.6549,,,,,,,0.05,-0.02,0.01,0,-0,-0,0.05,0.06,90,0,,0,,,,,,,,,,,,,,,,,,,,,
39299,1722833339846,0.655,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39304,1722833339851,0.6551,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39309,1722833339856,0.6552,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39314,1722833339861,0.6552,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39319,1722833339866,0.6553,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39324,1722833339871,0.6554,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39329,1722833339876,0.6555,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39334,1722833339881,0.6556,,,,,,,0.05,-0.02,0.0,0,-0,-0,0.05,0.06,90,0,,0,,,,,,,,,,,,,,,,,,,,,
39339,1722833339886,0.6556,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39344,1722833339891,0.6557,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39349,1722833339896,0.6558,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39354,1722833339901,0.6559,4.364,0.6,1,,,,,,,,,,,,,,0,0,,,,,,,32.7766,-117.070602,0.09,489.5,16,2,1.3,0,0.0,-1,0.0,,0,0.0,0.6559
39359,1722833339906,0.656,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39364,1722833339911,0.6561,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39369,1722833339916,0.6562,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39374,1722833339921,0.6562,,,,,,,0.05,-0.02,0.01,0,0,-0,0.05,0.06,91,0,,0,,,,,,,,,,,,,,,,,,,,,
39379,1722833339926,0.6563,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39384,1722833339931,0.6564,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39389,1722833339936,0.6565,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39394,1722833339941,0.6566,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39399,1722833339946,0.6566,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39404,1722833339951,0.6567,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39409,1722833339956,0.6568,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39414,1722833339961,0.6569,,,,,,,0.05,-0.02,0.01,0,-0,-0,0.05,0.06,92,0,,0,,,,,,,,,,,,,,,,,,,,,
39419,1722833339966,0.657,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39424,1722833339971,0.6571,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39429,1722833339976,0.6571,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39434,1722833339981,0.6572,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39439,1722833339986,0.6573,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39444,1722833339991,0.6574,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39449,1722833339991,0.6575,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39454,1722833339996,0.6576,4.277,0.7,1,,,,0.05,-0.02,0.01,0,-0,-0,0.05,0.06,94,0,0,0,,,,,,,32.7766,-117.070602,0.18,489.2,16,2,1.3,0,0.0,-1,0.0,0.0,0,0.0,0.6576
39459,1722833340001,0.6576,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39464,1722833340006,0.6577,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39469,1722833340011,0.6578,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39474,1722833340016,0.6579,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39479,1722833340021,0.658,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39484,1722833340026,0.6581,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39489,1722833340031,0.6582,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39494,1722833340036,0.6582,,,,,,,0.05,-0.02,0.01,0,-0,-0,0.05,0.06,92,0,,0,,,,,,,,,,,,,,,,,,,,,
39499,1722833340041,0.6583,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39504,1722833340046,0.6584,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39509,1722833340051,0.6585,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39514,1722833340056,0.6586,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39519,1722833340061,0.6586,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39524,1722833340066,0.6587,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39529,1722833340071,0.6588,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39534,1722833340076,0.6589,,,,,,,0.05,-0.02,0.01,0,-0,-0,0.05,0.06,88,0,,0,,,,,,,,,,,,,,,,,,,,,
39539,1722833340081,0.659,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39544,1722833340086,0.6591,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39549,1722833340095,0.6592,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39554,1722833340100,0.6592,4.277,0.7,1,,,,,,,,,,,,,,0,0,,,,,,,32.7766,-117.070602,0.12,488.9,16,2,1.3,0,0.0,-1,0.0,,0,0.0,0.6592
39559,1722833340105,0.6593,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39564,1722833340110,0.6594,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39569,1722833340115,0.6595,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39574,1722833340120,0.6596,,,,,,,0.05,-0.02,0.0,0,0,-0,0.05,0.06,87,0,,0,,,,,,,,,,,,,,,,,,,,,
39579,1722833340125,0.6597,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39584,1722833340130,0.6597,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39589,1722833340135,0.6598,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39594,1722833340140,0.6599,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39599,1722833340145,0.66,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39604,1722833340150,0.6601,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39609,1722833340155,0.6602,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39614,1722833340160,0.6602,,,,,,,0.05,-0.02,0.0,0,0,-0,0.05,0.06,92,0,,0,,,,,,,,,,,,,,,,,,,,,
39619,1722833340165,0.6603,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39624,1722833340170,0.6604,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39629,1722833340175,0.6605,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39634,1722833340180,0.6606,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39639,1722833340185,0.6606,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39644,1722833340190,0.6607,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39649,1722833340195,0.6608,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39654,1722833340200,0.6609,4.364,0.7,1,,,,0.05,-0.02,0.01,0,0,-0,0.05,0.06,92,0,0,0,,,,,,,32.776604,-117.070602,0.08,488.5,16,2,1.3,0,0.0,-1,0.0,0.0,0,0.0,0.6609
39659,1722833340205,0.661,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39664,1722833340210,0.6611,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39669,1722833340215,0.6612,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39674,1722833340220,0.6612,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39679,1722833340225,0.6613,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39684,1722833340230,0.6614,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39689,1722833340235,0.6615,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39694,1722833340240,0.6616,,,,,,,0.05,-0.02,0.01,0,0,-0,0.05,0.06,92,0,,0,,,,,,,,,,,,,,,,,,,,,
39699,1722833340245,0.6616,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39704,1722833340250,0.6617,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39709,1722833340255,0.6618,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39714,1722833340260,0.6619,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39719,1722833340265,0.662,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39724,1722833340270,0.6621,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39729,1722833340275,0.6622,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39734,1722833340280,0.6622,,,,,,,0.05,-0.02,0.0,0,-0,-0,0.05,0.06,90,0,,0,,,,,,,,,,,,,,,,,,,,,
39739,1722833340285,0.6623,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39744,1722833340290,0.6624,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39749,1722833340295,0.6625,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39754,1722833340300,0.6626,4.19,0.6,1,,,,,,,,,,,,,,0,0,,,,,,,32.776604,-117.070602,0.0,488.0,16,2,1.3,0,0.0,-1,0.0,,0,0.0,0.6626
39759,1722833340305,0.6626,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39764,1722833340310,0.6627,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39769,1722833340315,0.6628,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39774,1722833340320,0.6629,,,,,,,0.05,-0.02,0.01,0,0,-0,0.05,0.06,91,0,,0,,,,,,,,,,,,,,,,,,,,,
39779,1722833340325,0.663,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39784,1722833340330,0.6631,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39789,1722833340335,0.6632,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39794,1722833340340,0.6632,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39799,1722833340345,0.6633,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39804,1722833340350,0.6634,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39809,1722833340355,0.6635,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39814,1722833340360,0.6636,,,,,,,0.05,-0.02,0.01,0,-0,-0,0.05,0.06,90,0,,0,,,,,,,,,,,,,,,,,,,,,
39819,1722833340365,0.6636,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39824,1722833340370,0.6637,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39829,1722833340375,0.6638,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39834,1722833340380,0.6639,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39839,1722833340385,0.664,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39844,1722833340390,0.6641,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39849,1722833340395,0.6642,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39854,1722833340400,0.6642,4.277,0.7,1,,,,0.05,-0.02,0.01,0,-0,-0,0.05,0.06,89,0,0,0,,,,,,,32.776604,-117.070602,0.08,487.7,16,2,1.3,0,0.0,-1,0.0,0.0,0,0.0,0.6642
39859,1722833340405,0.6643,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39864,1722833340410,0.6644,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39869,1722833340415,0.6645,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39874,1722833340420,0.6646,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39879,1722833340425,0.6646,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39884,1722833340430,0.6647,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39889,1722833340435,0.6648,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39894,1722833340440,0.6649,,,,,,,0.05,-0.02,0.01,0,-0,-0,0.05,0.06,90,0,,0,,,,,,,,,,,,,,,,,,,,,
39899,1722833340445,0.665,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39904,1722833340450,0.6651,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39909,1722833340455,0.6652,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39914,1722833340460,0.6652,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39919,1722833340465,0.6653,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39924,1722833340470,0.6654,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39929,1722833340475,0.6655,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39934,1722833340480,0.6656,,,,,,,0.05,-0.02,0.01,0,-0,-0,0.05,0.06,92,0,,0,,,,,,,,,,,,,,,,,,,,,
39939,1722833340485,0.6656,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39944,1722833340490,0.6657,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39949,1722833340495,0.6658,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39954,1722833340500,0.6659,4.45,0.6,1,,,,,,,,,,,,,,0,0,,,,,,,32.776604,-117.070602,0.18,487.4,16,2,1.3,0,0.0,-1,0.0,,0,0.0,0.6659
39959,1722833340505,0.666,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39964,1722833340510,0.6661,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39969,1722833340515,0.6661,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39974,1722833340520,0.6662,,,,,,,0.05,-0.02,0.01,0,-0,-0,0.05,0.06,90,0,,0,,,,,,,,,,,,,,,,,,,,,
39979,1722833340525,0.6663,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39984,1722833340530,0.6664,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39989,1722833340535,0.6665,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39994,1722833340540,0.6666,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
39999,1722833340545,0.6666,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40004,1722833340550,0.6667,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40009,1722833340555,0.6668,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40014,1722833340560,0.6669,,,,,,,0.05,-0.02,0.01,0,0,-0,0.05,0.06,91,0,,0,,,,,,,,,,,,,,,,,,,,,
40019,1722833340565,0.667,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40024,1722833340570,0.6671,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40029,1722833340575,0.6672,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40034,1722833340580,0.6672,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40039,1722833340585,0.6673,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40044,1722833340590,0.6674,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40049,1722833340595,0.6675,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40054,1722833340600,0.6676,4.71,0.6,1,1,1.26,12.25,0.05,-0.02,0.01,0,0,-0,0.05,0.06,92,0,0,0,0,-2056,-16830,-1683,-25,-6373,32.776604,-117.070602,0.22,487.1,16,2,1.3,0,0.0,-1,0.0,0.0,0,0.0,0.6676
40059,1722833340605,0.6676,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40064,1722833340610,0.6677,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40069,1722833340615,0.6678,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40074,1722833340620,0.6679,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40079,1722833340625,0.668,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40084,1722833340630,0.6681,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40089,1722833340635,0.6682,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40094,1722833340640,0.6682,,,,,,,0.05,-0.01,0.0,0,-0,-0,0.05,0.06,90,0,,0,,,,,,,,,,,,,,,,,,,,,
40099,1722833340645,0.6683,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40104,1722833340650,0.6684,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40109,1722833340655,0.6685,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40114,1722833340660,0.6686,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40119,1722833340665,0.6686,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40124,1722833340670,0.6687,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40129,1722833340675,0.6688,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40134,1722833340680,0.6689,,,,,,,0.05,-0.02,0.01,0,-0,-0,0.05,0.06,90,0,,0,,,,,,,,,,,,,,,,,,,,,
40139,1722833340685,0.669,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40144,1722833340690,0.6691,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
40149,1722833340695,0.6692,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
